,tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,rating_numerator,rating_denominator,name,retweet_count,favorite_count,url,stage
34,885528943205470208,,,2017-07-13 15:58:47 +0000,Iphone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,Maisey,6329,35456,https://t.co/tp1kQ8i9JF,
35,885518971528720385,,,2017-07-13 15:19:09 +0000,Iphone,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,14,10,None,3705,20127,https://t.co/gzLHboL7Sk,
37,885167619883638784,,,2017-07-12 16:03:00 +0000,Iphone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,10,None,4314,21602,https://t.co/44ItaMubBf,
38,884925521741709313,,,2017-07-12 00:01:00 +0000,Iphone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,Earl,18002,76357,https://t.co/MYJvdlNRVa,
39,884876753390489601,,,2017-07-11 20:47:12 +0000,Iphone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,Lola,5560,27518,https://t.co/74TKAUsLkO,
40,884562892145688576,,,2017-07-11 00:00:02 +0000,Iphone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,Kevin,4657,23955,https://t.co/1r4MFCbCX5,
41,884441805382717440,,,2017-07-10 15:58:53 +0000,Iphone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10,None,5570,26608,https://t.co/vvBOcC2VdC,
42,884247878851493888,,,2017-07-10 03:08:17 +0000,Iphone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,13,10,None,20147,71970,https://t.co/uF3pQ8Wubj,
43,884162670584377345,,,2017-07-09 21:29:42 +0000,Iphone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,Yogi,2942,20073,https://t.co/YSI00BzTBZ,doggo 
44,883838122936631299,,,2017-07-09 00:00:04 +0000,Iphone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,Noah,3393,21587,https://t.co/V85xujjDDY,
45,883482846933004288,,,2017-07-08 00:28:19 +0000,Iphone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,10,Bella,9796,45259,https://t.co/qjrljjt948,
46,883360690899218434,,,2017-07-07 16:22:55 +0000,Iphone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,Grizzwald,3642,22356,https://t.co/rf661IFEYP,floofer
47,883117836046086144,,,2017-07-07 00:17:54 +0000,Iphone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,10,None,6573,36668,https://t.co/Se5fZ9wp5E,
48,882992080364220416,,,2017-07-06 15:58:11 +0000,Iphone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,Rusty,3865,23621,https://t.co/tyER0KpdXj,
49,882762694511734784,,,2017-07-06 00:46:41 +0000,Iphone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,Gus,4842,27900,https://t.co/D43I96SlVu,pupper
50,882627270321602560,,,2017-07-05 15:48:34 +0000,Iphone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,Stanley,5996,27517,https://t.co/Nx52PGwH94,
51,882268110199369728,,,2017-07-04 16:01:23 +0000,Iphone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,Alfy,11429,44327,https://t.co/fYP5RlutfA,
52,882045870035918850,,,2017-07-04 01:18:17 +0000,Iphone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10,Koko,4901,28945,https://t.co/zeDpnsKX7w,
53,881906580714921986,,,2017-07-03 16:04:48 +0000,Iphone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,Rey,3343,23979,https://t.co/503CgWbhxQ,
54,881666595344535552,,,2017-07-03 00:11:11 +0000,Iphone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,Gary,10510,49883,https://t.co/7CSWCl8I6s,pupper
55,881633300179243008,8.816070373140521e+17,47384430.0,2017-07-02 21:58:53 +0000,Iphone,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,17,10,None,7,124,13/10s,
56,881536004380872706,,,2017-07-02 15:32:16 +0000,Iphone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14,10,a,15710,48753,https://t.co/ghXBIIeQZF,pupper
57,881268444196462592,,,2017-07-01 21:49:04 +0000,Iphone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12,10,Elliot,5093,22768,https://t.co/cgwJwowTMC,
58,880935762899988482,,,2017-06-30 23:47:07 +0000,Iphone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13,10,Louis,2744,16779,https://t.co/D0wb1GlKAt,
59,880872448815771648,,,2017-06-30 19:35:32 +0000,Iphone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,10,None,3761,20981,https://t.co/WiAMbTkDPf,
60,880465832366813184,,,2017-06-29 16:39:47 +0000,Iphone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10,Bella,6185,28137,https://t.co/4VsFysDmiw,
61,880221127280381952,,,2017-06-29 00:27:25 +0000,Iphone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,10,Jesse,4159,26689,https://t.co/fUod0tVmvK,
62,880095782870896641,,,2017-06-28 16:09:20 +0000,Iphone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,10,None,4298,27268,https://t.co/HauE8M3Bu4,
63,879862464715927552,,,2017-06-28 00:42:13 +0000,Iphone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,10,Romeo,3448,22024,https://t.co/Qh5aEkRQm9,
64,879674319642796034,8.795538273341727e+17,3105440746.0,2017-06-27 12:14:36 +0000,Iphone,@RealKentMurphy 14/10 confirmed,14,10,None,10,308,confirmed,
65,879492040517615616,,,2017-06-27 00:10:17 +0000,Iphone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12,10,Bailey,3140,23095,https://t.co/IxM9IMKQq8,
66,879415818425184262,,,2017-06-26 19:07:24 +0000,Iphone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,10,Duddles,43613,104407,https://t.co/UDT7ZkcTgY,
67,879376492567855104,,,2017-06-26 16:31:08 +0000,Iphone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12,10,Jack,3077,16549,https://t.co/0gOi601EAa,
69,879050749262655488,,,2017-06-25 18:56:45 +0000,Iphone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11,10,Steven,4655,22252,https://t.co/2mJCDEJWdD,
70,879008229531029506,,,2017-06-25 16:07:47 +0000,Iphone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,10,Beau,2664,18729,https://t.co/YDtpCjIPKN,
71,878776093423087618,,,2017-06-25 00:45:22 +0000,Iphone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,10,Snoopy,4078,19147,https://t.co/lNZwgNO4gS,puppo
72,878604707211726852,,,2017-06-24 13:24:20 +0000,Iphone,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,13,10,None,7109,29862,https://t.co/9uABQXgjwa,
75,878281511006478336,,,2017-06-23 16:00:04 +0000,Iphone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,10,Shadow,1270,7646,https://t.co/lUiQH219v6,
76,878057613040115712,,,2017-06-23 01:10:23 +0000,Iphone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,10,Emmy,6739,41471,https://t.co/cwtWnHMVpe,
77,877736472329191424,,,2017-06-22 03:54:17 +0000,Iphone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,10,Aja,18856,78736,https://t.co/lsPyyAiF1r,
79,877556246731214848,,,2017-06-21 15:58:08 +0000,Iphone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12,10,Penny,3766,22421,https://t.co/OYdDlfOGXP,
80,877316821321428993,,,2017-06-21 00:06:44 +0000,Iphone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,10,Dante,5113,27018,https://t.co/SHRTIo5pxc,
81,877201837425926144,,,2017-06-20 16:29:50 +0000,Iphone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12,10,Nelly,5517,26768,https://t.co/4g4cfj3P4Y,
82,876838120628539392,,,2017-06-19 16:24:33 +0000,Iphone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,10,Ginger,3305,20414,https://t.co/j211oCDRs6,pupper
83,876537666061221889,,,2017-06-18 20:30:39 +0000,Iphone,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,14,10,None,4577,23195,https://t.co/8yoc1CNTsu,
84,876484053909872640,,,2017-06-18 16:57:37 +0000,Iphone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13,10,Benedict,2370,18516,https://t.co/26BXueUgbs,
85,876120275196170240,,,2017-06-17 16:52:05 +0000,Iphone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,10,Venti,4642,27558,https://t.co/ejExJFq3ek,puppo
86,875747767867523072,,,2017-06-16 16:11:53 +0000,Iphone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13,10,Goose,4249,24869,https://t.co/V2WlACRJCN,
87,875144289856114688,,,2017-06-15 00:13:52 +0000,Iphone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13,10,Nugget,4876,21648,https://t.co/ogith9ejNj,
88,875097192612077568,,,2017-06-14 21:06:43 +0000,Iphone,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,13,10,None,5988,27077,https://t.co/PFp4MghzBW,
89,875021211251597312,,,2017-06-14 16:04:48 +0000,Iphone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12,10,None,4672,25161,https://t.co/brCQoqc8AW,
90,874680097055178752,,,2017-06-13 17:29:20 +0000,Iphone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12,10,Cash,4603,27497,https://t.co/lZhtizkURD,
92,874296783580663808,,,2017-06-12 16:06:11 +0000,Iphone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13,10,Jed,4077,25753,https://t.co/0YplNnSMEm,pupper
93,874057562936811520,,,2017-06-12 00:15:36 +0000,Iphone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12,10,None,3923,22384,https://t.co/pwY9PQhtP2,
94,874012996292530176,,,2017-06-11 21:18:31 +0000,Iphone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13,10,Sebastian,10330,34202,https://t.co/XBE0evJZ6V,puppo
96,873580283840344065,,,2017-06-10 16:39:04 +0000,Iphone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13,10,None,3916,23930,https://t.co/mNuMH9400n,
98,873213775632977920,,,2017-06-09 16:22:42 +0000,Iphone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12,10,Sierra,1577,7153,https://t.co/V5lkvrGLdQ,pupper
99,872967104147763200,,,2017-06-09 00:02:31 +0000,Iphone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12,10,None,5373,27071,https://t.co/EMYIdoblMR,doggo 
100,872820683541237760,,,2017-06-08 14:20:41 +0000,Iphone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13,10,None,3674,14567,https://t.co/17FVMl4VZ5,
102,872620804844003328,,,2017-06-08 01:06:27 +0000,Iphone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13,10,Monkey,3679,20581,https://t.co/lUcpnZDPz9,
103,872486979161796608,,,2017-06-07 16:14:40 +0000,Iphone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12,10,None,8968,40276,https://t.co/BZHiKx3FpQ,
104,872261713294495745,,,2017-06-07 01:19:32 +0000,Iphone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,13,10,Harry,6289,33872,https://t.co/ejHvGDfWoa,
105,872122724285648897,,,2017-06-06 16:07:15 +0000,Iphone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,12,10,Kody,8086,34118,https://t.co/PKSpmiefwN,
106,871879754684805121,,,2017-06-06 00:01:46 +0000,Iphone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13,10,Lassie,11136,37653,https://t.co/uK6PNyeh9w,puppo
107,871762521631449091,,,2017-06-05 16:15:56 +0000,Iphone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12,10,Rover,3463,20097,https://t.co/AiVljI6QCg,pupper
108,871515927908634625,,,2017-06-04 23:56:03 +0000,Iphone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,12,10,Napolean,3444,20045,https://t.co/PR7B7w1rUw,doggo 
110,871102520638267392,,,2017-06-03 20:33:19 +0000,Iphone,Never doubt a doggo 14/10 https://t.co/AbBLh2FZCH,14,10,None,5489,20765,https://t.co/AbBLh2FZCH,doggo 
111,871032628920680449,,,2017-06-03 15:55:36 +0000,Iphone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",13,10,Boomer,3812,22493,https://t.co/noNpY2Laoo,
112,870804317367881728,,,2017-06-03 00:48:22 +0000,Iphone,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,11,10,None,6199,33375,https://t.co/GCD1JccCyi,
113,870726314365509632,8.707262027424932e+17,16487760.0,2017-06-02 19:38:25 +0000,Iphone,@ComplicitOwl @ShopWeRateDogs &gt;10/10 is reserved for dogs,10,10,None,3,119,dogs,
114,870656317836468226,,,2017-06-02 15:00:16 +0000,Iphone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",13,10,Cody,2646,12338,https://t.co/42ryYRQ2Q4,
115,870374049280663552,,,2017-06-01 20:18:38 +0000,Iphone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,13,10,Zoey,26212,82214,https://t.co/T1xlgaPujm,
116,870308999962521604,,,2017-06-01 16:00:09 +0000,Iphone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",13,10,Rumble,4155,21713,https://t.co/MVQCzrF1g9,
117,870063196459192321,,,2017-05-31 23:43:25 +0000,Iphone,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju,14,10,Clifford,8357,36465,https://t.co/apVOyDgOju,
119,869772420881756160,,,2017-05-31 04:27:59 +0000,Iphone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",13,10,Dewey,10048,42192,https://t.co/HciEaJkC4D,
120,869702957897576449,,,2017-05-30 23:51:58 +0000,Iphone,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,13,10,Stanley,6362,28112,https://t.co/vmCu3PFCQq,
